name,year,price,bodyPercent,Tanning,Sugar,Acidic,wine_image,compareFoods,rating,about_wine,Winery,Type,Grape_Type,Alcohol
123,"Domaine Saint Préfert
Domaine Isabel Ferrando Colombis Châteauneuf-du-Pape 2020",2020,$195.50,84.802%;,43.3389%;,15.1412%;,46.4238%;,https://images.vivino.com/thumbs/ZjOpZg9rQYGwr381-IVNOQ_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.3,"[['Winery', 'Domaine Saint Préfert'], ['Grapes', '100% Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '15.5%'], ['Allergens', 'Contains sulfites']]", Domaine Saint Préfert,red,"[' 100% Grenache', ' ']", 15.5%
124,"Château Mont-Redon
Châteauneuf-du-Pape 2020",2020,$70.34,85%;,38.4515%;,6.41407%;,43.9535%;,https://images.vivino.com/thumbs/6peP2wMbRSOyo0OeGa_NFw_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.3,"[['Winery', 'Château Mont-Redon'], ['Grapes', 'Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '15.5%'], ['Allergens', 'Contains sulfites'], ['Bottle closure', 'Cork']]", Château Mont-Redon,red,"[' Grenache', ' ']", 15.5%
125,"Laurent Fayolle
Les Diognières Hermitage 2021",2021,$118.16,85%;,57.2817%;,0px;,56.5079%;,https://images.vivino.com/thumbs/jb4jz168TF-ZepST1_s3vA_150x200.jpg,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', 'Laurent Fayolle'], ['Grapes', 'Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Hermitage'], ['Wine style', 'Northern Rhône Hermitage'], ['Allergens', 'Contains sulfites']]", Laurent Fayolle,red,"[' Shiraz/Syrah', ' ']", Contains sulfites
126,"Domaine Georges Vernay
Blonde du Seigneur Côte-Rôtie 2019",2019,$146.15,69.2503%;,66.7818%;,5.97317%;,64.8773%;,https://images.vivino.com/thumbs/jg6ZQR0mSH-TjxKyeVhUTQ_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', 'Domaine Georges Vernay'], ['Grapes', '100% Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Côte-Rôtie'], ['Wine style', 'Northern Rhône Côte-Rotie'], ['Alcohol content', '13%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'Intent, but the elegance which Christine seeks in all of her wines is far from absent. Pit-cherry, spice and licorice on the nose is followed by generous floral palate, with crushed rock and pepper adding character and fine linear tannins buttressing the long finish.']]", Domaine Georges Vernay,red,"[' 100% Shiraz/Syrah', ' ']", 13%
127,"Domaine de la Solitude - Famille Lancon
Châteauneuf-du-Pape Cornelia Constanza 2020",2020,$119.27,81.2009%;,43.97%;,22.6227%;,50.3302%;,https://images.vivino.com/thumbs/oaZHUyQJS7K-7rhOPWfKfA_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.3,"[['Winery', 'Domaine de la Solitude - Famille Lancon'], ['Grapes', 'Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Allergens', 'Contains sulfites'], ['Wine description', 'Expressive nose of gooseberry and milk caramel. Mouth perfectly expressing the purity of cocoa background, cinnamon, cardamom and Sichuan pepper.']]", Domaine de la Solitude - Famille Lancon,red,"[' Grenache', ' ']", Contains sulfites
128,"Clos du Mont-Olivet
Châteauneuf-du-Pape La Cuvée du Papet 2019",2019,$140.10,85%;,42.9088%;,17.1178%;,47.2335%;,https://images.vivino.com/thumbs/-kFENGJTTm-fd3L2Cw6ETg_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.3,"[['Winery', 'Clos du Mont-Olivet'], ['Grapes', '100% Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '16%'], ['Allergens', 'Contains sulfites']]", Clos du Mont-Olivet,red,"[' 100% Grenache', ' ']", 16%
129,"Domaine Olivier Hillaire
Châteauneuf-du-Pape 2020",2020,$44.94,85%;,36.8048%;,6.55735%;,41.4485%;,https://images.vivino.com/thumbs/Umf23r2dQ3uAXbAfSV5Zbw_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.3,"[['Winery', 'Domaine Olivier Hillaire'], ['Grapes', 'Shiraz/Syrah, Grenache, Mourvedre'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '14%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'Cherry with hints of raspberry, violets, tobacco and celery. Pretty, and not overblown or heavy.', 'Dark ruby garnet translucent in the glass.']]", Domaine Olivier Hillaire,red,"[' Shiraz/Syrah', ' Grenache', ' Mourvedre', ' ']", 14%
130,"Pierre Usseglio
Châteauneuf-du-Pape 2019",2019,$49.94,84.5346%;,39.5271%;,9.93002%;,44.4859%;,https://images.vivino.com/thumbs/J1cv5u1cTmuHabRptZu9Og_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.3,"[['Winery', 'Pierre Usseglio'], ['Grapes', 'Shiraz/Syrah, Grenache, Mourvedre'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '13.5%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'The outstanding 2003 Chateauneuf du Pape Tradition is a full-bodied, peppery wine that oozes the character of Provence with its notes of lavender, herbes de Provence, and sweet black cherries and raspberries. Some licorice, saddle leather, and salty sea breeze notes also make it into the character of this full-bodied, concentrated wine which is silky enough to be drunk now or cellared for 10-12 years.']]", Pierre Usseglio,red,"[' Shiraz/Syrah', ' Grenache', ' Mourvedre', ' ']", 13.5%
131,"Domaine Giraud
Grenaches de Pierre Châteauneuf-du-Pape 2020",2020,$129.94,83.3051%;,42.673%;,19.6502%;,45.341%;,https://images.vivino.com/thumbs/46Up37dSSTCAc9_uyRRr8w_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.3,"[['Winery', 'Domaine Giraud'], ['Grapes', '100% Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '15.5%'], ['Allergens', 'Contains sulfites']]", Domaine Giraud,red,"[' 100% Grenache', ' ']", 15.5%
132,"Domaine de La Chapelle
Hermitage La Chapelle Rouge 2020",2020,$179.94,83.1154%;,67.4268%;,9.73907%;,54.61%;,https://images.vivino.com/thumbs/DmWvPJLVSVu4OnSrg2h6Og_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', 'Domaine de La Chapelle'], ['Grapes', '100% Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Hermitage'], ['Wine style', 'Northern Rhône Hermitage'], ['Alcohol content', '13%'], ['Allergens', 'Contains sulfites, egg allergens, milk allergens'], ['Bottle closure', 'Cork'], ['Wine description', ""Intense ruby red, limpid and bright. Highly complex, distinguished nose, revealing the great finesse. Black fruits, sweet spices and, ultimately, finely woody. It is shaped by nature, the sun and the rain. That's why every year, this wine is unique. Discover, vintage by vintage, that gave us this land.""]]", Domaine de La Chapelle,red,"[' 100% Shiraz/Syrah', ' ']", 13%
133,"Domaine de Beaurenard
Châteauneuf-du-Pape 2020",2020,$54.94,84.5972%;,41.9308%;,6.78568%;,44.479%;,https://images.vivino.com/thumbs/xTJ34EXHQXmpUua2myv3AQ_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.3,"[['Winery', 'Domaine de Beaurenard'], ['Grapes', 'Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '14.5%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'We make highly concentrated wines of great finesse, elegance and minerality. This is the true signature and pedigree of the local soils, which makes Beaurenard wines suited to lengthy ageing. They can also be drunk young, to procure an intense, lush pleasure.']]", Domaine de Beaurenard,red,"[' Grenache', ' ']", 14.5%
134,"Pierre Gaillard
Côte-Rôtie Rose Pourpre 2018",2018,$134.94,69.9661%;,66.1144%;,7.11668%;,65.0173%;,https://images.vivino.com/thumbs/oXKCPUK2Q5iSlaOjVB3n0w_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', 'Pierre Gaillard'], ['Grapes', '100% Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Côte-Rôtie'], ['Wine style', 'Northern Rhône Côte-Rotie'], ['Alcohol content', '14%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'Fuller-bodied than the other Côte-Rôties from Gaillard, but still fairly gentle and restrained. Keener acidity and more tannin too. Very pure red fruits, some florality and fresh earth. Gentle, seductive, silky with a hint of pepper and spice. Good length. 2016 to 2023.']]", Pierre Gaillard,red,"[' 100% Shiraz/Syrah', ' ']", 14%
135,"M. Chapoutier
Châteauneuf-du-Pape La Bernardine 2020",2020,$56.99,82.6599%;,38.4786%;,7.20969%;,44.5317%;,https://images.vivino.com/thumbs/XK3-xAWoR9q54RiFFkWcKQ_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.3,"[['Winery', 'M. Chapoutier'], ['Grapes', 'Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '15%'], ['Allergens', 'Contains sulfites'], ['Bottle closure', 'Cork'], ['Wine description', 'Colour: Intense crimson-red. Nose: Complex and subtle, blackcurrant and plum followed by roasted coffee and cinnamon, cherry, morello cherry. Mouth: Opening into spicy and fruity aromas.']]", M. Chapoutier,red,"[' Grenache', ' ']", 15%
136,"Delas
Domaine des Tourettes Hermitage Rouge 2019",2019,$101.99,84.5011%;,68.8611%;,8.14373%;,55.9865%;,https://images.vivino.com/thumbs/oKPYkz8sQSaBo3brYjVU4A_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', 'Delas'], ['Grapes', '100% Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Hermitage'], ['Wine style', 'Northern Rhône Hermitage'], ['Alcohol content', '15%'], ['Allergens', 'Contains sulfites'], ['Bottle closure', 'Cork']]", Delas,red,"[' 100% Shiraz/Syrah', ' ']", 15%
137,"Pegau
Châteauneuf-du-Pape Cuvée Laurence 2018",2018,$102.99,83.5078%;,40.4617%;,13.9384%;,44.3571%;,https://images.vivino.com/thumbs/AyncYFzrTiuco5ETVZw9Gg_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.3,"[['Winery', 'Pegau'], ['Grapes', 'Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Allergens', 'Contains sulfites'], ['Wine description', 'Garnet with brick-red glints.Scrubland scents,evolving after several years of aging on stone fruit aromas(prune),leather,fur and undergrowth.Cinnamon,pepper,dried beef.The change gives more spicy and complex.']]", Pegau,red,"[' Grenache', ' ']", Contains sulfites
138,"Ogier
Clos de l'Oratoire des Papes Châteauneuf-du-Pape 2021",2021,$76.99,84.1766%;,38.5062%;,7.62827%;,45.19%;,https://images.vivino.com/thumbs/LpnNYH0wRFuXcGQ6UCwyAw_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.3,"[['Winery', 'Ogier'], ['Grapes', 'Cannonau'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '14.5%'], ['Allergens', 'Contains sulfites']]", Ogier,red,"[' Cannonau', ' ']", 14.5%
139,"Le Vieux Donjon
Châteauneuf-du-Pape 2020",2020,$69.99,83.7684%;,40.0149%;,10.5809%;,43.9631%;,https://images.vivino.com/thumbs/pz7tF0MzRxiOS6J9lFj7Gg_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.3,"[['Winery', 'Le Vieux Donjon'], ['Grapes', '100% Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '14.5%'], ['Allergens', 'Contains sulfites']]", Le Vieux Donjon,red,"[' 100% Grenache', ' ']", 14.5%
140,"Domaine des Espiers
Gigondas Les Grames 2019",2019,$31.99,67.971%;,46.0533%;,7.27899%;,51.3726%;,https://images.vivino.com/thumbs/jAo-cjfbRgu78khdptVGog_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', 'Domaine des Espiers'], ['Grapes', 'Shiraz/Syrah, Grenache, Mourvedre'], ['France', 'Rhone Valley', 'Southern Rhône', 'Gigondas'], ['Wine style', 'Southern Rhône Red'], ['Allergens', 'Contains sulfites']]", Domaine des Espiers,red,"[' Shiraz/Syrah', ' Grenache', ' Mourvedre', ' ']", Contains sulfites
141,"Clos des Papes (Paul Avril)
Châteauneuf-du-Pape 2020",2020,$145,81.8996%;,39.3383%;,14.0024%;,44.2708%;,https://images.vivino.com/thumbs/bJFGrX_RQum75x3mGcoUgg_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.3,"[['Winery', 'Clos des Papes (Paul Avril)'], ['Grapes', '100% Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '15.5%'], ['Allergens', 'Contains sulfites'], ['Bottle closure', 'Cork'], ['Wine description', 'With a rich, deep color, the perfume exhibits pepper, black raspberry jam, grenadine, garrigue, licorice and raspberry liqueur. The opulent, silky textured fruit coats your mouth and palate, ending in a long, peppery, sweet, pure, red cherry liqueur finish.']]", Clos des Papes (Paul Avril),red,"[' 100% Grenache', ' ']", 15.5%
142,"Domaine de la Janasse
Châteauneuf-du-Pape Vieilles Vignes 2019",2019,$119.99,85%;,42.0881%;,17.4804%;,44.0526%;,https://images.vivino.com/thumbs/MqtJpyvNSzaESGbvoUy4mg_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.3,"[['Winery', 'Domaine de la Janasse'], ['Grapes', '100% Garnacha'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '15.5%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'The color is dark with purple reflections. The nose has discreet aromas of crushed black fruits and garrigue.']]", Domaine de la Janasse,red,"[' 100% Garnacha', ' ']", 15.5%
143,"Domaine du Vieux Télégraphe
Châteauneuf-du-Pape (La Crau) 2021",2021,$89.99,82.4248%;,40.3363%;,8.72567%;,45.219%;,https://images.vivino.com/thumbs/HWS_S99uQfey2mkoAxqRrg_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.3,"[['Winery', 'Domaine du Vieux Télégraphe'], ['Grapes', 'Garnacha'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '14%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'Deep ruby with some purple nuances, this wine is medium to full-bodied and reveals notes of licorice, pepper, Asian spices, black cherry, raspberry, and currant, as well as a relatively big, sweet palate impression with moderate tannin in the finish.']]", Domaine du Vieux Télégraphe,red,"[' Garnacha', ' ']", 14%
144,"Domaine Jean-Louis Chave
Saint-Joseph 2020",2020,$105.02,85%;,40.7434%;,5.44852%;,42.0191%;,https://images.vivino.com/thumbs/Zec8SJfWQoufeT7rvW8eZA_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', 'Domaine Jean-Louis Chave'], ['Grapes', '100% Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Saint-Joseph'], ['Wine style', 'Northern Rhône Saint-Joseph'], ['Allergens', 'Contains sulfites']]", Domaine Jean-Louis Chave,red,"[' 100% Shiraz/Syrah', ' ']", Contains sulfites
